id,subscribe_pred,subscribe_prob
24052,0,0.01
24053,0,0.11
24054,1,0.2
24055,0,0.11
24056,1,0.43
24057,0,0.01
24058,1,0.28
24059,0,0.1
24060,0,0.08
24061,1,0.26
24062,0,0.07
24063,0,0.1
24064,0,0.08
24065,0,0.11
24066,0,0.05
24067,0,0.07
24068,0,0.1
24069,0,0.0
24070,1,0.2
24071,0,0.02
24072,0,0.06
24073,1,0.21
24074,0,0.01
24075,0,0.04
24076,0,0.0
24077,1,0.33
24078,0,0.04
24079,1,0.31
24080,0,0.03
24081,0,0.02
24082,1,0.28
24083,0,0.07
24084,1,0.24
24085,0,0.11
24086,0,0.06
24087,0,0.1
24088,1,0.33
24089,1,0.35
24090,0,0.11
24091,0,0.03
24092,0,0.12
24093,0,0.08
24094,0,0.0
24095,0,0.07
24096,1,0.33
24097,0,0.1
24098,0,0.01
24099,0,0.14
24100,0,0.06
24101,0,0.04
24102,0,0.01
24103,0,0.11
24104,0,0.12
24105,1,0.39
24106,0,0.13
24107,1,0.46
24108,1,0.28
24109,1,0.2
24110,1,0.26
24111,0,0.16
24112,0,0.01
24113,0,0.01
24114,1,0.31
24115,0,0.06
24116,1,0.3
24117,0,0.09
24118,1,0.27
24119,0,0.13
24120,0,0.07
24121,0,0.01
24122,0,0.11
24123,0,0.02
24124,0,0.07
24125,0,0.06
24126,0,0.0
24127,0,0.07
24128,0,0.02
24129,0,0.1
24130,0,0.08
24131,0,0.01
24132,0,0.16
24133,0,0.14
24134,0,0.08
24135,1,0.25
24136,0,0.1
24137,0,0.11
24138,0,0.0
24139,0,0.02
24140,0,0.06
24141,0,0.02
24142,0,0.01
24143,0,0.02
24144,1,0.32
24145,0,0.16
24146,0,0.07
24147,0,0.1
24148,0,0.07
24149,0,0.08
24150,0,0.09
24151,0,0.01
24152,0,0.07
24153,1,0.31
24154,1,0.3
24155,0,0.08
24156,0,0.15
24157,1,0.26
24158,0,0.1
24159,0,0.0
24160,0,0.17
24161,0,0.09
24162,0,0.03
24163,1,0.21
24164,0,0.12
24165,0,0.01
24166,0,0.03
24167,0,0.0
24168,1,0.31
24169,0,0.06
24170,0,0.0
24171,0,0.0
24172,1,0.28
24173,0,0.01
24174,0,0.11
24175,0,0.11
24176,1,0.24
24177,1,0.48
24178,0,0.07
24179,0,0.02
24180,0,0.08
24181,0,0.0
24182,1,0.3
24183,1,0.41
24184,0,0.11
24185,1,0.32
24186,0,0.01
24187,0,0.05
24188,0,0.05
24189,0,0.0
24190,1,0.27
24191,0,0.0
24192,0,0.06
24193,0,0.1
24194,0,0.1
24195,0,0.08
24196,0,0.0
24197,0,0.0
24198,0,0.09
24199,0,0.02
24200,0,0.12
24201,0,0.05
24202,0,0.02
24203,1,0.37
24204,0,0.08
24205,0,0.14
24206,1,0.32
24207,1,0.36
24208,1,0.29
24209,0,0.0
24210,0,0.05
24211,0,0.0
24212,0,0.07
24213,0,0.0
24214,1,0.65
24215,0,0.1
24216,0,0.06
24217,0,0.07
24218,1,0.2
24219,0,0.09
24220,0,0.08
24221,0,0.02
24222,0,0.12
24223,0,0.19
24224,0,0.08
24225,0,0.0
24226,0,0.0
24227,0,0.0
24228,0,0.17
24229,0,0.03
24230,0,0.01
24231,0,0.05
24232,1,0.21
24233,0,0.0
24234,0,0.05
24235,0,0.01
24236,0,0.01
24237,0,0.08
24238,0,0.14
24239,0,0.11
24240,0,0.04
24241,0,0.11
24242,1,0.39
24243,1,0.57
24244,0,0.1
24245,0,0.02
24246,0,0.14
24247,1,0.3
24248,1,0.24
24249,0,0.01
24250,0,0.04
24251,0,0.0
24252,0,0.18
24253,0,0.01
24254,0,0.17
24255,1,0.23
24256,1,0.38
24257,0,0.11
24258,0,0.02
24259,0,0.02
24260,1,0.3
24261,0,0.09
24262,0,0.02
24263,0,0.0
24264,0,0.14
24265,0,0.0
24266,0,0.11
24267,0,0.06
24268,1,0.21
24269,0,0.14
24270,0,0.09
24271,0,0.11
24272,0,0.09
24273,0,0.12
24274,1,0.46
24275,0,0.05
24276,1,0.2
24277,0,0.16
24278,1,0.25
24279,0,0.1
24280,0,0.02
24281,0,0.19
24282,1,0.24
24283,0,0.06
24284,0,0.08
24285,0,0.0
24286,0,0.1
24287,0,0.1
24288,1,0.29
24289,0,0.0
24290,1,0.25
24291,0,0.04
24292,0,0.08
24293,0,0.01
24294,0,0.07
24295,0,0.17
24296,0,0.07
24297,0,0.06
24298,0,0.07
24299,0,0.14
24300,0,0.01
24301,1,0.35
24302,0,0.02
24303,0,0.14
24304,1,0.27
24305,0,0.12
24306,0,0.07
24307,0,0.0
24308,0,0.17
24309,1,0.25
24310,1,0.21
24311,0,0.03
24312,0,0.0
24313,1,0.2
24314,0,0.1
24315,0,0.11
24316,1,0.38
24317,0,0.08
24318,0,0.04
24319,1,0.33
24320,0,0.11
24321,0,0.1
24322,1,0.3
24323,1,0.32
24324,1,0.31
24325,0,0.01
24326,0,0.1
24327,0,0.01
24328,1,0.27
24329,0,0.08
24330,0,0.08
24331,0,0.0
24332,0,0.0
24333,0,0.09
24334,1,0.37
24335,0,0.05
24336,0,0.08
24337,0,0.02
24338,0,0.07
24339,0,0.08
24340,0,0.03
24341,0,0.09
24342,0,0.04
24343,0,0.03
24344,1,0.44
24345,0,0.0
24346,0,0.13
24347,0,0.01
24348,0,0.15
24349,1,0.33
24350,1,0.44
24351,0,0.01
24352,0,0.0
24353,0,0.01
24354,0,0.0
24355,1,0.35
24356,0,0.06
24357,0,0.04
24358,0,0.02
24359,1,0.3
24360,1,0.49
24361,1,0.43
24362,1,0.23
24363,0,0.04
24364,0,0.05
24365,1,0.37
24366,0,0.01
24367,1,0.25
24368,0,0.03
24369,1,0.21
24370,0,0.03
24371,0,0.0
24372,0,0.03
24373,0,0.01
24374,1,0.2
24375,0,0.01
24376,1,0.33
24377,1,0.43
24378,0,0.02
24379,0,0.13
24380,0,0.03
24381,0,0.0
24382,0,0.02
24383,0,0.01
24384,1,0.34
24385,0,0.08
24386,0,0.0
24387,0,0.03
24388,0,0.07
24389,0,0.01
24390,0,0.08
24391,0,0.08
24392,0,0.04
24393,0,0.06
24394,0,0.04
24395,0,0.11
24396,0,0.09
24397,0,0.0
24398,0,0.01
24399,0,0.1
24400,0,0.0
24401,0,0.01
24402,0,0.07
24403,0,0.1
24404,0,0.1
24405,1,0.53
24406,0,0.0
24407,0,0.01
24408,1,0.25
24409,0,0.0
24410,0,0.07
24411,0,0.07
24412,1,0.22
24413,1,0.38
24414,0,0.12
24415,0,0.03
24416,0,0.11
24417,0,0.05
24418,0,0.1
24419,1,0.35
24420,0,0.16
24421,0,0.01
24422,0,0.07
24423,0,0.0
24424,0,0.01
24425,0,0.1
24426,1,0.37
24427,0,0.0
24428,1,0.29
24429,0,0.11
24430,0,0.02
24431,1,0.41
24432,0,0.07
24433,1,0.25
24434,0,0.05
24435,0,0.09
24436,0,0.13
24437,0,0.08
24438,1,0.46
24439,0,0.02
24440,1,0.22
24441,0,0.08
24442,1,0.41
24443,0,0.07
24444,0,0.04
24445,0,0.18
24446,1,0.39
24447,0,0.14
24448,0,0.14
24449,0,0.04
24450,0,0.05
24451,0,0.15
24452,1,0.22
24453,0,0.18
24454,1,0.38
24455,0,0.05
24456,1,0.51
24457,0,0.09
24458,0,0.01
24459,0,0.09
24460,0,0.02
24461,1,0.25
24462,0,0.12
24463,1,0.21
24464,1,0.23
24465,0,0.04
24466,0,0.1
24467,1,0.31
24468,0,0.01
24469,0,0.04
24470,0,0.02
24471,0,0.02
24472,0,0.03
24473,0,0.12
24474,0,0.05
24475,0,0.17
24476,0,0.06
24477,0,0.01
24478,0,0.0
24479,0,0.03
24480,0,0.01
24481,0,0.17
24482,0,0.01
24483,0,0.1
24484,0,0.07
24485,0,0.17
24486,0,0.12
24487,1,0.31
24488,1,0.22
24489,0,0.03
24490,0,0.12
24491,1,0.36
24492,0,0.0
24493,0,0.18
24494,1,0.22
24495,0,0.11
24496,0,0.06
24497,1,0.28
24498,1,0.21
24499,0,0.0
24500,1,0.37
24501,1,0.2
24502,0,0.17
24503,1,0.37
24504,0,0.13
24505,0,0.03
24506,1,0.48
24507,0,0.15
24508,0,0.13
24509,1,0.36
24510,0,0.0
24511,0,0.01
24512,1,0.32
24513,0,0.01
24514,0,0.02
24515,0,0.15
24516,1,0.44
24517,0,0.04
24518,0,0.01
24519,1,0.23
24520,0,0.09
24521,1,0.42
24522,1,0.3
24523,0,0.15
24524,0,0.01
24525,0,0.05
24526,0,0.03
24527,0,0.0
24528,0,0.01
24529,0,0.09
24530,0,0.04
24531,0,0.09
24532,0,0.08
24533,1,0.35
24534,0,0.12
24535,1,0.24
24536,0,0.0
24537,0,0.19
24538,1,0.31
24539,0,0.08
24540,0,0.04
24541,0,0.0
24542,0,0.01
24543,0,0.0
24544,0,0.08
24545,0,0.1
24546,1,0.28
24547,0,0.09
24548,0,0.01
24549,0,0.02
24550,1,0.29
24551,1,0.53
24552,1,0.3
24553,0,0.04
24554,0,0.16
24555,0,0.05
24556,0,0.01
24557,0,0.07
24558,0,0.0
24559,1,0.35
24560,0,0.05
24561,0,0.03
24562,0,0.03
24563,0,0.11
24564,0,0.03
24565,0,0.17
24566,0,0.13
24567,0,0.03
24568,1,0.24
24569,1,0.21
24570,0,0.12
24571,1,0.29
24572,0,0.05
24573,0,0.01
24574,0,0.04
24575,0,0.12
24576,1,0.34
24577,0,0.11
24578,1,0.2
24579,0,0.01
24580,0,0.03
24581,0,0.08
24582,0,0.15
24583,1,0.45
24584,1,0.26
24585,0,0.09
24586,0,0.13
24587,0,0.02
24588,0,0.15
24589,1,0.22
24590,0,0.19
24591,0,0.06
24592,0,0.09
24593,0,0.06
24594,0,0.12
24595,0,0.02
24596,1,0.22
24597,0,0.06
24598,0,0.02
24599,1,0.3
24600,0,0.13
24601,1,0.57
24602,0,0.01
24603,0,0.0
24604,0,0.1
24605,0,0.09
24606,0,0.02
24607,0,0.13
24608,0,0.02
24609,0,0.12
24610,0,0.01
24611,0,0.01
24612,1,0.29
24613,1,0.22
24614,0,0.09
24615,0,0.17
24616,0,0.15
24617,0,0.0
24618,1,0.29
24619,1,0.35
24620,0,0.07
24621,0,0.04
24622,1,0.21
24623,1,0.53
24624,0,0.03
24625,1,0.36
24626,0,0.12
24627,0,0.07
24628,0,0.0
24629,0,0.1
24630,1,0.3
24631,0,0.02
24632,1,0.45
24633,0,0.03
24634,1,0.35
24635,0,0.0
24636,1,0.34
24637,0,0.0
24638,1,0.28
24639,0,0.11
24640,1,0.42
24641,1,0.28
24642,0,0.02
24643,0,0.03
24644,1,0.36
24645,0,0.05
24646,0,0.07
24647,0,0.0
24648,0,0.16
24649,0,0.03
24650,0,0.11
24651,0,0.04
24652,1,0.39
24653,0,0.03
24654,0,0.07
24655,0,0.01
24656,1,0.27
24657,1,0.21
24658,0,0.04
24659,0,0.01
24660,0,0.05
24661,0,0.06
24662,0,0.09
24663,0,0.11
24664,0,0.09
24665,0,0.03
24666,1,0.48
24667,0,0.12
24668,1,0.22
24669,0,0.12
24670,0,0.04
24671,1,0.29
24672,1,0.35
24673,0,0.0
24674,0,0.14
24675,0,0.01
24676,1,0.39
24677,0,0.0
24678,0,0.09
24679,0,0.05
24680,0,0.03
24681,0,0.05
24682,0,0.19
24683,0,0.13
24684,0,0.01
24685,0,0.05
24686,1,0.24
24687,0,0.0
24688,0,0.01
24689,0,0.01
24690,1,0.45
24691,0,0.0
24692,0,0.13
24693,0,0.19
24694,1,0.33
24695,0,0.11
24696,0,0.11
24697,0,0.08
24698,0,0.12
24699,0,0.14
24700,1,0.32
24701,0,0.03
24702,0,0.06
24703,0,0.02
24704,1,0.51
24705,0,0.13
24706,0,0.04
24707,0,0.15
24708,1,0.33
24709,0,0.06
24710,0,0.0
24711,1,0.53
24712,1,0.33
24713,0,0.04
24714,0,0.15
24715,0,0.0
24716,0,0.0
24717,1,0.31
24718,0,0.0
24719,0,0.06
24720,0,0.04
24721,0,0.07
24722,0,0.04
24723,0,0.04
24724,1,0.22
24725,0,0.02
24726,0,0.0
24727,0,0.14
24728,0,0.02
24729,0,0.03
24730,1,0.33
24731,1,0.32
24732,1,0.43
24733,1,0.42
24734,0,0.15
24735,1,0.37
24736,0,0.1
24737,1,0.31
24738,0,0.0
24739,0,0.03
24740,0,0.0
24741,1,0.35
24742,0,0.01
24743,0,0.16
24744,0,0.01
24745,0,0.03
24746,0,0.16
24747,0,0.03
24748,0,0.08
24749,1,0.47
24750,0,0.1
24751,0,0.1
24752,0,0.05
24753,0,0.0
24754,1,0.55
24755,0,0.12
24756,0,0.02
24757,0,0.0
24758,0,0.06
24759,0,0.01
24760,0,0.02
24761,0,0.07
24762,0,0.08
24763,0,0.1
24764,0,0.02
24765,0,0.0
24766,1,0.28
24767,0,0.0
24768,1,0.3
24769,0,0.09
24770,0,0.06
24771,0,0.12
24772,1,0.37
24773,1,0.54
24774,0,0.03
24775,0,0.13
24776,0,0.03
24777,0,0.03
24778,0,0.0
24779,0,0.04
24780,0,0.11
24781,0,0.0
24782,0,0.0
24783,0,0.0
24784,0,0.02
24785,0,0.02
24786,0,0.03
24787,0,0.04
24788,1,0.42
24789,0,0.11
24790,1,0.36
24791,1,0.28
24792,0,0.0
24793,0,0.11
24794,0,0.02
24795,0,0.02
24796,1,0.4
24797,0,0.07
24798,0,0.19
24799,1,0.26
24800,1,0.52
24801,0,0.06
24802,0,0.06
24803,0,0.08
24804,0,0.04
24805,0,0.0
24806,1,0.54
24807,0,0.01
24808,0,0.11
24809,0,0.0
24810,0,0.05
24811,1,0.33
24812,0,0.01
24813,0,0.02
24814,0,0.01
24815,0,0.0
24816,0,0.14
24817,1,0.26
24818,0,0.12
24819,0,0.0
24820,1,0.21
24821,0,0.02
24822,0,0.01
24823,0,0.0
24824,0,0.19
24825,0,0.05
24826,0,0.0
24827,0,0.06
24828,0,0.08
24829,0,0.14
24830,1,0.3
24831,0,0.18
24832,0,0.14
24833,0,0.11
24834,0,0.12
24835,0,0.13
24836,0,0.04
24837,0,0.0
24838,0,0.01
24839,0,0.01
24840,1,0.35
24841,0,0.12
24842,1,0.34
24843,1,0.2
24844,0,0.04
24845,0,0.18
24846,0,0.04
24847,0,0.1
24848,0,0.08
24849,0,0.17
24850,0,0.01
24851,1,0.27
24852,0,0.17
24853,0,0.03
24854,0,0.15
24855,0,0.1
24856,0,0.0
24857,0,0.0
24858,0,0.14
24859,0,0.08
24860,1,0.43
24861,0,0.14
24862,0,0.13
24863,1,0.2
24864,1,0.34
24865,0,0.09
24866,0,0.02
24867,0,0.0
24868,0,0.02
24869,0,0.09
24870,1,0.58
24871,0,0.1
24872,0,0.15
24873,0,0.09
24874,0,0.08
24875,0,0.07
24876,0,0.1
24877,0,0.05
24878,0,0.01
24879,0,0.17
24880,0,0.0
24881,0,0.0
24882,1,0.21
24883,0,0.1
24884,1,0.28
24885,0,0.09
24886,1,0.47
24887,0,0.05
24888,0,0.04
24889,0,0.09
24890,1,0.36
24891,0,0.11
24892,0,0.12
24893,0,0.07
24894,0,0.04
24895,0,0.04
24896,0,0.13
24897,0,0.0
24898,1,0.25
24899,1,0.27
24900,1,0.31
24901,0,0.09
24902,0,0.1
24903,0,0.0
24904,1,0.33
24905,0,0.11
24906,0,0.09
24907,0,0.0
24908,0,0.0
24909,1,0.37
24910,0,0.11
24911,0,0.0
24912,0,0.05
24913,1,0.41
24914,0,0.04
24915,0,0.16
24916,0,0.01
24917,0,0.03
24918,0,0.01
24919,0,0.1
24920,0,0.0
24921,0,0.02
24922,0,0.14
24923,0,0.0
24924,0,0.07
24925,1,0.2
24926,0,0.14
24927,0,0.02
24928,0,0.01
24929,0,0.04
24930,0,0.03
24931,0,0.01
24932,0,0.16
24933,0,0.12
24934,0,0.11
24935,0,0.1
24936,0,0.15
24937,1,0.4
24938,0,0.02
24939,0,0.11
24940,0,0.14
24941,0,0.18
24942,0,0.12
24943,0,0.07
24944,0,0.01
24945,0,0.03
24946,0,0.15
24947,0,0.01
24948,0,0.1
24949,1,0.34
24950,0,0.1
24951,1,0.23
24952,0,0.13
24953,0,0.06
24954,1,0.52
24955,0,0.0
24956,0,0.08
24957,0,0.03
24958,0,0.0
24959,1,0.21
24960,0,0.02
24961,0,0.02
24962,0,0.01
24963,0,0.02
24964,0,0.0
24965,0,0.03
24966,0,0.04
24967,1,0.3
24968,0,0.12
24969,0,0.13
24970,0,0.03
24971,0,0.04
24972,0,0.07
24973,0,0.01
24974,0,0.05
24975,0,0.01
24976,0,0.01
24977,0,0.02
24978,0,0.06
24979,0,0.02
24980,0,0.09
24981,0,0.0
24982,0,0.08
24983,0,0.04
24984,0,0.07
24985,0,0.03
24986,0,0.06
24987,0,0.09
24988,0,0.04
24989,0,0.01
24990,0,0.05
24991,0,0.1
24992,1,0.33
24993,0,0.11
24994,1,0.33
24995,1,0.43
24996,0,0.03
24997,0,0.12
24998,0,0.14
24999,0,0.0
25000,0,0.05
25001,0,0.17
25002,0,0.1
25003,1,0.35
25004,0,0.03
25005,1,0.35
25006,0,0.13
25007,0,0.02
25008,0,0.03
25009,0,0.07
25010,0,0.09
25011,0,0.05
25012,0,0.03
25013,0,0.0
25014,0,0.03
25015,1,0.3
25016,0,0.07
25017,0,0.06
25018,0,0.04
25019,0,0.01
25020,0,0.03
25021,0,0.09
25022,0,0.02
25023,1,0.21
25024,0,0.02
25025,0,0.08
25026,1,0.3
25027,0,0.03
25028,0,0.0
25029,0,0.19
25030,0,0.03
25031,0,0.08
25032,1,0.22
25033,0,0.02
25034,0,0.08
25035,0,0.06
25036,0,0.0
25037,0,0.03
25038,0,0.01
25039,0,0.13
25040,0,0.0
25041,1,0.41
25042,0,0.13
25043,0,0.02
25044,0,0.0
25045,0,0.02
25046,0,0.08
25047,0,0.11
25048,0,0.07
25049,0,0.12
25050,0,0.06
25051,0,0.04
25052,0,0.11
25053,0,0.02
25054,0,0.04
25055,0,0.0
25056,1,0.37
25057,1,0.35
25058,0,0.13
25059,0,0.13
25060,0,0.19
25061,0,0.06
25062,0,0.05
25063,1,0.27
25064,0,0.04
25065,0,0.01
25066,0,0.09
25067,0,0.05
25068,0,0.0
25069,0,0.0
25070,0,0.02
25071,0,0.06
25072,1,0.27
25073,1,0.37
25074,0,0.1
25075,0,0.08
25076,0,0.06
25077,0,0.01
25078,0,0.1
25079,0,0.02
25080,0,0.11
25081,0,0.0
25082,1,0.48
25083,0,0.0
25084,1,0.21
25085,1,0.28
25086,1,0.37
25087,0,0.14
25088,0,0.02
25089,0,0.18
25090,1,0.27
25091,1,0.2
25092,0,0.03
25093,0,0.13
25094,1,0.46
25095,0,0.14
25096,0,0.02
25097,1,0.6
25098,0,0.0
25099,0,0.07
25100,0,0.0
25101,0,0.02
25102,1,0.23
25103,0,0.0
25104,0,0.12
25105,0,0.13
25106,0,0.02
25107,1,0.26
25108,1,0.31
25109,0,0.11
25110,0,0.0
25111,0,0.03
25112,0,0.01
25113,0,0.0
25114,0,0.1
25115,0,0.16
25116,0,0.07
25117,0,0.05
25118,0,0.0
25119,0,0.01
25120,0,0.03
25121,0,0.15
25122,0,0.0
25123,0,0.15
25124,0,0.03
25125,1,0.3
25126,0,0.0
25127,0,0.12
25128,1,0.33
25129,0,0.0
25130,0,0.05
25131,0,0.04
25132,0,0.07
25133,0,0.16
25134,0,0.0
25135,0,0.17
25136,0,0.05
25137,0,0.03
25138,0,0.09
25139,0,0.03
25140,1,0.29
25141,1,0.45
25142,0,0.01
25143,0,0.16
25144,0,0.08
25145,0,0.01
25146,0,0.07
25147,0,0.06
25148,0,0.08
25149,0,0.03
25150,0,0.01
25151,1,0.49
25152,0,0.11
25153,0,0.15
25154,0,0.1
25155,0,0.08
25156,0,0.0
25157,0,0.03
25158,1,0.22
25159,0,0.0
25160,0,0.1
25161,0,0.02
25162,0,0.12
25163,1,0.3
25164,0,0.01
25165,0,0.0
25166,1,0.21
25167,0,0.01
25168,0,0.06
25169,0,0.0
25170,0,0.02
25171,1,0.25
25172,0,0.06
25173,0,0.01
25174,0,0.01
25175,0,0.1
25176,1,0.31
25177,0,0.18
25178,0,0.09
25179,1,0.29
25180,0,0.02
25181,0,0.14
25182,1,0.22
25183,0,0.06
25184,0,0.06
25185,0,0.0
25186,1,0.42
25187,0,0.03
25188,0,0.01
25189,1,0.34
25190,0,0.05
25191,0,0.13
25192,0,0.07
25193,0,0.0
25194,0,0.02
25195,0,0.04
25196,0,0.05
25197,0,0.11
25198,0,0.03
25199,0,0.01
25200,0,0.07
25201,0,0.06
25202,0,0.02
25203,1,0.26
25204,1,0.32
25205,1,0.39
25206,0,0.12
25207,0,0.09
25208,0,0.15
25209,0,0.04
25210,0,0.03
25211,1,0.48
25212,0,0.08
25213,1,0.29
25214,1,0.29
25215,1,0.28
25216,0,0.01
25217,0,0.04
25218,0,0.14
25219,0,0.01
25220,0,0.09
25221,0,0.11
25222,0,0.05
25223,0,0.05
25224,0,0.0
25225,0,0.03
25226,1,0.22
25227,1,0.37
25228,0,0.02
25229,1,0.23
25230,1,0.26
25231,0,0.06
25232,0,0.14
25233,1,0.34
25234,0,0.01
25235,0,0.07
25236,0,0.01
25237,0,0.09
25238,0,0.19
25239,0,0.0
25240,1,0.43
25241,0,0.05
25242,1,0.24
25243,0,0.13
25244,1,0.44
25245,0,0.05
25246,0,0.06
25247,0,0.13
25248,0,0.12
25249,0,0.07
25250,0,0.16
25251,0,0.01
25252,1,0.2
25253,0,0.06
25254,1,0.22
25255,1,0.34
25256,0,0.04
25257,0,0.07
25258,0,0.15
25259,0,0.01
25260,0,0.1
25261,1,0.38
25262,0,0.02
25263,0,0.1
25264,1,0.44
25265,0,0.05
25266,0,0.1
25267,0,0.01
25268,0,0.11
25269,0,0.0
25270,0,0.09
25271,0,0.05
25272,1,0.35
25273,1,0.43
25274,0,0.06
25275,0,0.04
25276,0,0.11
25277,1,0.54
25278,0,0.0
25279,0,0.04
25280,0,0.02
25281,0,0.01
25282,1,0.35
25283,0,0.02
25284,0,0.07
25285,1,0.22
25286,0,0.0
25287,1,0.44
25288,0,0.11
25289,0,0.03
25290,0,0.08
25291,0,0.01
25292,0,0.18
25293,0,0.05
25294,0,0.03
25295,0,0.09
25296,1,0.28
25297,0,0.16
25298,1,0.29
25299,1,0.25
25300,0,0.0
25301,0,0.18
25302,0,0.09
25303,0,0.13
25304,0,0.0
25305,0,0.01
25306,1,0.37
25307,0,0.04
25308,0,0.09
25309,1,0.25
25310,0,0.19
25311,0,0.05
25312,1,0.53
25313,0,0.1
25314,1,0.42
25315,0,0.05
25316,0,0.1
25317,0,0.01
25318,0,0.01
25319,0,0.06
25320,0,0.06
25321,0,0.1
25322,0,0.1
25323,0,0.15
25324,1,0.32
25325,0,0.02
25326,0,0.07
25327,0,0.03
25328,1,0.3
25329,0,0.09
25330,0,0.0
25331,1,0.26
25332,0,0.16
25333,0,0.15
25334,0,0.0
25335,1,0.24
25336,1,0.39
25337,0,0.01
25338,0,0.19
25339,0,0.15
25340,0,0.17
25341,0,0.03
25342,0,0.02
25343,1,0.57
25344,1,0.38
25345,0,0.04
25346,0,0.11
25347,0,0.03
25348,0,0.05
25349,1,0.2
25350,0,0.14
25351,1,0.22
25352,0,0.05
25353,0,0.04
25354,0,0.01
25355,1,0.33
25356,1,0.22
25357,1,0.31
25358,0,0.07
25359,0,0.04
25360,0,0.0
25361,0,0.1
25362,0,0.09
25363,1,0.33
25364,1,0.61
25365,0,0.0
25366,1,0.22
25367,0,0.12
25368,0,0.0
25369,0,0.09
25370,0,0.11
25371,0,0.08
25372,0,0.0
25373,0,0.18
25374,0,0.01
25375,0,0.1
25376,1,0.41
25377,0,0.15
25378,0,0.07
25379,1,0.45
25380,0,0.09
25381,1,0.33
25382,0,0.0
25383,0,0.12
25384,0,0.1
25385,0,0.11
25386,0,0.16
25387,0,0.16
25388,0,0.0
25389,0,0.06
25390,0,0.0
25391,0,0.19
25392,0,0.1
25393,0,0.01
25394,1,0.32
25395,0,0.0
25396,1,0.44
25397,1,0.23
25398,0,0.08
25399,1,0.3
25400,0,0.01
25401,0,0.05
25402,0,0.12
25403,1,0.37
25404,0,0.16
25405,0,0.08
25406,0,0.01
25407,1,0.45
25408,0,0.0
25409,0,0.0
25410,0,0.01
25411,1,0.29
25412,0,0.0
25413,0,0.1
25414,1,0.26
25415,0,0.01
25416,0,0.03
25417,0,0.07
25418,1,0.28
25419,0,0.01
25420,0,0.14
25421,0,0.04
25422,0,0.02
25423,0,0.02
25424,0,0.17
25425,0,0.07
25426,0,0.17
25427,0,0.01
25428,1,0.26
25429,0,0.02
25430,1,0.43
25431,0,0.01
25432,0,0.08
25433,0,0.0
25434,0,0.14
25435,0,0.11
25436,0,0.0
25437,0,0.07
25438,0,0.03
25439,0,0.14
25440,1,0.3
25441,1,0.51
25442,0,0.09
25443,0,0.09
25444,0,0.0
25445,0,0.01
25446,0,0.04
25447,1,0.32
25448,0,0.02
25449,0,0.02
25450,0,0.04
25451,0,0.08
25452,0,0.11
25453,0,0.0
25454,1,0.31
25455,1,0.36
25456,0,0.09
25457,0,0.01
25458,0,0.04
25459,1,0.31
25460,0,0.19
25461,0,0.1
25462,1,0.22
25463,0,0.13
25464,1,0.37
25465,0,0.06
25466,0,0.01
25467,0,0.06
25468,0,0.07
25469,0,0.12
25470,0,0.09
25471,0,0.13
25472,0,0.08
25473,1,0.31
25474,0,0.1
25475,0,0.07
25476,0,0.03
25477,1,0.4
25478,0,0.0
25479,0,0.15
25480,0,0.0
25481,0,0.06
25482,0,0.0
25483,0,0.01
25484,0,0.02
25485,0,0.08
25486,1,0.22
25487,0,0.0
25488,0,0.02
25489,1,0.24
25490,1,0.35
25491,0,0.0
25492,0,0.05
25493,0,0.0
25494,0,0.01
25495,1,0.25
25496,0,0.06
25497,0,0.15
25498,0,0.02
25499,1,0.59
25500,0,0.14
25501,0,0.04
25502,1,0.39
25503,1,0.59
25504,0,0.0
25505,0,0.04
25506,0,0.08
25507,0,0.06
25508,0,0.01
25509,0,0.04
25510,0,0.0
25511,0,0.07
25512,0,0.0
25513,0,0.0
25514,0,0.11
25515,0,0.02
25516,0,0.05
25517,0,0.1
25518,1,0.29
25519,0,0.18
25520,1,0.3
25521,0,0.0
25522,0,0.06
25523,0,0.1
25524,0,0.03
25525,0,0.11
25526,0,0.1
25527,0,0.17
25528,0,0.06
25529,0,0.0
25530,0,0.16
25531,0,0.07
25532,0,0.1
25533,0,0.02
25534,1,0.21
25535,0,0.08
25536,0,0.05
25537,1,0.26
25538,0,0.19
25539,1,0.24
25540,0,0.08
25541,0,0.12
25542,1,0.55
25543,0,0.12
25544,0,0.04
25545,0,0.11
25546,1,0.4
25547,0,0.0
25548,0,0.14
25549,1,0.23
25550,1,0.2
25551,0,0.07
25552,0,0.0
25553,0,0.03
25554,1,0.25
25555,0,0.17
25556,0,0.0
25557,0,0.11
25558,0,0.01
25559,0,0.07
25560,1,0.43
25561,0,0.05
25562,0,0.19
25563,0,0.01
25564,0,0.13
25565,1,0.27
25566,0,0.01
25567,1,0.3
25568,0,0.01
25569,0,0.03
25570,0,0.06
25571,1,0.29
25572,1,0.22
25573,0,0.0
25574,0,0.04
25575,1,0.25
25576,0,0.03
25577,0,0.18
25578,0,0.0
25579,0,0.0
25580,1,0.55
25581,1,0.23
25582,0,0.05
25583,0,0.19
25584,0,0.0
25585,1,0.24
25586,1,0.22
25587,0,0.03
25588,0,0.1
25589,0,0.18
25590,0,0.03
25591,1,0.33
25592,0,0.02
25593,0,0.06
25594,0,0.0
25595,0,0.11
25596,1,0.3
25597,0,0.12
25598,0,0.0
25599,0,0.09
25600,0,0.0
25601,1,0.23
25602,0,0.01
25603,0,0.04
25604,0,0.12
